question_id,answer_id,question_text,question_score,pmid,pmtitle
452,5048,Effect of the common cold on the immune system,24,17636648,Vitamin C for preventing and treating the common cold.
452,5048,Effect of the common cold on the immune system,24,7008359,Nutritional aspects of ascorbic acid: uses and abuses.
1401,18234,Should we rinse with water after brushing our teeth?,24,10460965,
1401,21184,Should we rinse with water after brushing our teeth?,24,12399689,Prospective study of the effect of post-brushing rinsing behaviour on dental caries.
15061,15062,Is it advisable for a healthy male in his early 40s to take the influenza vaccine?,24,28320361,"Estimates of hospitalization attributable to influenza and RSV in the US during 1997-2009, by age and risk status."
15061,15065,Is it advisable for a healthy male in his early 40s to take the influenza vaccine?,24,29297746,Influenza vaccines: Evaluation of the safety profile.
15061,15074,Is it advisable for a healthy male in his early 40s to take the influenza vaccine?,24,19753268,Intravenous injection of elemental mercury: A report of two cases.
46,539,Are artificial sweeteners safe?,23,17828671,"Aspartame: a safety evaluation based on current use levels, regulations, and toxicological and epidemiological studies."
46,539,Are artificial sweeteners safe?,23,16507461,First experimental demonstration of the multipotential carcinogenic effects of aspartame administered in the feed to Sprague-Dawley rats.
46,539,Are artificial sweeteners safe?,23,17805418,Life-span exposure to low doses of aspartame beginning during prenatal life increases cancer effects in rats.
46,539,Are artificial sweeteners safe?,23,15061638,
309,319,How much coffee can a healthy adult drink?,23,3414579,Coffee consumption as a factor in iron deficiency anemia among pregnant women and their infants in Costa Rica.
506,510,How to avoid fatigue if I foresee irregular sleeping time?,23,23044640,Melatonin prolonged release: in the treatment of insomnia in patients aged ≥55 years.
506,510,How to avoid fatigue if I foresee irregular sleeping time?,23,18275549,An ultra short episode of sleep is sufficient to promote declarative memory performance.
506,562,How to avoid fatigue if I foresee irregular sleeping time?,23,20161220,Effect of Light on Human Circadian Physiology.
13735,13739,Why should I avoid milk when on antibiotics?,23,2154152,Relationship between milk intake and mucus production in adult volunteers challenged with rhinovirus-2.
406,409,Is rapid weight loss unhealthy?,22,9550162,"Persons successful at long-term weight loss and maintenance continue to consume a low-energy, low-fat diet."
406,409,Is rapid weight loss unhealthy?,22,15351198,Atkins and other low-carbohydrate diets: hoax or an effective tool for weight loss?
55,229,Is there any evidence for health benefits from cannabis?,21,18681481,Antibacterial cannabinoids from Cannabis sativa: a structure-activity study.
874,3576,How do I know if I&#39;m flossing correctly?,21,22161438,Flossing for the management of periodontal diseases and dental caries in adults.
920,927,Do we produce Vitamin D in the shade?,21,20199222,Latitudinal variations over Australia of the solar UV-radiation exposures for vitamin D3 in shade compared to full sun.
920,4284,Do we produce Vitamin D in the shade?,21,16005208,Vitamin D effective ultraviolet wavelengths due to scattering in shade.
466,471,Does intake of processed sugar lower the immune system?,20,17709452,Surrogate markers of insulin resistance are associated with consumption of sugar-sweetened drinks and fruit juice in middle and older-aged adults.
466,471,Does intake of processed sugar lower the immune system?,20,17402291,High fructose consumption combined with low dietary magnesium intake may increase the incidence of the metabolic syndrome by inducing inflammation.
489,526,Is there any proof that acupuncture is an effective pain remedy?,20,25681621,Psychophysical and neurophysiological responses to acupuncture stimulation to incorporated rubber hand.
502,513,Is HIV the cause of AIDS?,20,2081238,"White swans, black ravens, and lame ducks: necessary and sufficient causes in epidemiology."
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,18672987,Comparison of the use of different modes of mechanical oral hygiene in prevention of plaque and gingivitis.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,21250772,Manual orthodontic vs. oscillating-rotating electric toothbrush in orthodontic patients: a randomised clinical trial.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,25793947,Is a new sonic toothbrush more effective in plaque removal than a manual toothbrush?
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,24738786,Toothbrush efficacy for plaque removal.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,24282870,A 12-week clinical comparison of an oscillating-rotating power brush versus a marketed sonic brush with self-adjusting technology in reducing plaque and gingivitis.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,25831599,A randomized clinical trial evaluating gingivitis and plaque reduction of an oscillating-rotating power brush with a new brush head with angled bristles versus a marketed sonic brush with self-adjusting technology.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,25122979,A randomized 12-week clinical comparison of an oscillating-rotating toothbrush to a new sonic brush in the reduction of gingivitis and plaque.
929,969,Are there any proven benefits of electric toothbrushes over manual toothbrushing?,20,25122976,A six-week clinical evaluation of the plaque and gingivitis efficacy of an oscillating-rotating power toothbrush with a novel brush head utilizing angled CrissCross bristles versus a sonic toothbrush.
1099,1142,"Is it better to eat fruit as they are, than to have them in liquid form?",20,23990623,Fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.
1099,1142,"Is it better to eat fruit as they are, than to have them in liquid form?",20,12458970,Should obese patients be counselled to follow a low-glycaemic index diet? Yes.
1099,1142,"Is it better to eat fruit as they are, than to have them in liquid form?",20,12458971,Should obese patients be counselled to follow a low-glycaemic index diet? No.
1415,1479,Can long term sleeping at day damage your health?,20,21464567,Sleep characteristics in children with growth hormone deficiency.
1415,1509,Can long term sleeping at day damage your health?,20,17634462,
14306,14311,What to do if someone breaks a bone?,20,20049593,"The periosteum: what is it, where is it, and what mimics it in its absence?"
11,424,"Are calcium supplements harmful, even if you stay short of the maximum dose?",19,11176917,"Osteoporosis prevention, diagnosis, and therapy."
11,424,"Are calcium supplements harmful, even if you stay short of the maximum dose?",19,17720017,Use of calcium or calcium in combination with vitamin D supplementation to prevent fractures and bone loss in people aged 50 years and older: a meta-analysis.
11,424,"Are calcium supplements harmful, even if you stay short of the maximum dose?",19,18065599,Calcium intake and hip fracture risk in men and women: a meta-analysis of prospective cohort studies and randomized controlled trials.
11,424,"Are calcium supplements harmful, even if you stay short of the maximum dose?",19,18198394,Vascular events in healthy older women receiving calcium supplementation: randomised controlled trial.
11,424,"Are calcium supplements harmful, even if you stay short of the maximum dose?",19,23440163,Vitamin D and calcium supplementation to prevent fractures in adults: U.S. Preventive Services Task Force recommendation statement.
88,94,How should ovo-lacto vegetarians compensate the lack of meat in their diets?,19,15570032,Long-term ovo-lacto vegetarian diet impairs vitamin B-12 status in pregnant women.
88,123,How should ovo-lacto vegetarians compensate the lack of meat in their diets?,19,19562864,Position of the American Dietetic Association: vegetarian diets.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,22927402,Persistent cannabis users show neuropsychological decline from childhood to midlife.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,23319626,Correlations between cannabis use and IQ change in the Dunedin cohort are consistent with confounding from socioeconomic status.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,16054989,Epidemiologic review of marijuana use and cancer risk.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,19004418,Hypothesizing that marijuana smokers are at a significantly lower risk of carcinogenicity relative to tobacco-non-marijuana smokers: evidenced based on statistical reevaluation of current literature.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,24228028,The Endocannabinoid System in the Postimplantation Period: A Role during Decidualization and Placentation.
556,557,"In what ways do studies indicate that smoking marijuana is detrimental to long-term health, if any?",19,23280514,Stress system changes associated with marijuana dependence may increase craving for alcohol and cocaine.
3585,4010,Is eating a meal with 2000 Calories at once any different from eating 4 times at 500 Calories?,19,17413096,"A controlled trial of reduced meal frequency without caloric restriction in healthy, normal-weight, middle-aged adults."
4389,5558,What are the long-term side effects of melatonin?,19,23432361,Long-term effects of melatonin on quality of life and sleep in haemodialysis patients (Melody study): a randomized controlled trial.
4389,5558,What are the long-term side effects of melatonin?,19,23350971,"Long-term oral administration of melatonin improves spatial learning and memory and protects against cholinergic degeneration in middle-aged Ts65Dn mice, a model of Down syndrome."
4389,5558,What are the long-term side effects of melatonin?,19,24793376,Chronic exposure to aluminum and melatonin through the diet: neurobehavioral effects in a transgenic mouse model of Alzheimer disease.
4389,5558,What are the long-term side effects of melatonin?,19,25995170,"The use of melatonin in Swedish children and adolescents--a register-based study according to age, gender, and medication of ADHD."
4389,5558,What are the long-term side effects of melatonin?,19,26692007,The Safety of Melatonin in Humans.
461,465,Does sugar cause children to become hyperactive?,18,21779528,"Correlation between attention deficit hyperactivity disorder and sugar consumption, quality of diet, and dietary behavior in school children."
484,540,Does frequent showering change the amount of oils our skin produces?,18,4177572,
484,540,Does frequent showering change the amount of oils our skin produces?,18,6580909,A more reliable photometric technique for the measurement of scalp sebum excretion.
1159,4056,What is the likelihood of contracting genital HSV1 through oral sex?,18,10547406,A prospective study of new infections with herpes simplex virus type 1 and type 2. Chiron HSV Vaccine Study Group.
1159,4056,What is the likelihood of contracting genital HSV1 through oral sex?,18,19857385,New concepts in understanding genital herpes.
1452,3900,What effect does long-term caffeine use have on memory?,18,12404609,"Habitual caffeine consumption and its relation to memory, attention, planning capacity and psychomotor performance across multiple age groups."
1452,3900,What effect does long-term caffeine use have on memory?,18,10458050,Caffeine effects on mood and memory.
1452,3900,What effect does long-term caffeine use have on memory?,18,7675951,Effects of caffeine on cognition and mood without caffeine abstinence.
1452,3900,What effect does long-term caffeine use have on memory?,18,12424493,Effects of caffeine on learning and memory in rats tested in the Morris water maze.
1452,3900,What effect does long-term caffeine use have on memory?,18,17400186,Inhibitory effects of caffeine on hippocampal neurogenesis and function.
15,240,Will eye floaters ever disappear?,17,10385132,Ginkgo biloba extract increases ocular blood flow velocity.
15,240,Will eye floaters ever disappear?,17,8732492,"Arginine, lysine and ornithine as vasodilators in the forearm of man."
15,240,Will eye floaters ever disappear?,17,11131410,"Pars plana vitrectomy for persistent, visually significant vitreous opacities."
436,441,Side effects of genetically modified food products,17,21546547,"Plant genetics, sustainable agriculture and global food security."
436,441,Side effects of genetically modified food products,17,12746139,Potential adverse health effects of genetically modified crops.
436,441,Side effects of genetically modified food products,17,8111532,Gene transfer from engineered Lactococcus lactis strains to Enterococcus faecalis in the digestive tract of gnotobiotic mice.
436,441,Side effects of genetically modified food products,17,10543833,Gene transfer in the gastrointestinal tract.
436,441,Side effects of genetically modified food products,17,14561313,
436,441,Side effects of genetically modified food products,17,16119037,Genetically modified and wild soybeans: an immunologic comparison.
520,741,Does blood donation reduce the risk of cardiovascular disease?,17,10364080,The natural course of atherosclerosis. Part II: vascular remodeling. Bruneck Study Group.
520,741,Does blood donation reduce the risk of cardiovascular disease?,17,17299195,Reduction of iron stores and cardiovascular outcomes in patients with peripheral arterial disease: a randomized controlled trial.
3448,4383,Does sleep irregularity affect my brain and health?,17,22496545,Adverse metabolic consequences in humans of prolonged sleep restriction combined with circadian disruption.
3448,4383,Does sleep irregularity affect my brain and health?,17,218642,Behavioral and psychophysiological correlates of irregularity in chronic sleep routines.
3448,4383,Does sleep irregularity affect my brain and health?,17,18979946,Sleep disorders as core symptoms of depression.
3448,4383,Does sleep irregularity affect my brain and health?,17,16120095,Effects of sleep deprivation on wound healing.
3448,4383,Does sleep irregularity affect my brain and health?,17,21350389,"The effect of shift rotation on employee cortisol profile, sleep quality, fatigue, and attention level: a systematic review."
3448,4383,Does sleep irregularity affect my brain and health?,17,19300608,Sleep disturbances and suicide risk: A review of the literature.
3448,4383,Does sleep irregularity affect my brain and health?,17,21075236,Effects of sleep deprivation on cognition.
3448,4383,Does sleep irregularity affect my brain and health?,17,17347797,Effects of sleep deprivation on neural functioning: an integrative review.
3448,4383,Does sleep irregularity affect my brain and health?,17,11744682,How sleep deprivation affects gene expression in the brain: a review of recent findings.
4058,4090,Are there any side effects to cracking knuckles?,17,1130029,The consequences of habitual knuckle cracking.
4058,4090,Are there any side effects to cracking knuckles?,17,2344210,Effect of habitual knuckle cracking on hand function.
4058,4090,Are there any side effects to cracking knuckles?,17,10067714,Consequences of knuckle cracking: a report of two acute injuries.
116,131,Why is natural sugar healthier than refined sugar?,16,12768890,"Diet, nutrition and the prevention of chronic diseases."
116,16362,Why is natural sugar healthier than refined sugar?,16,27547437,Added sugars drive nutrient and energy deficit in obesity: a new paradigm.
116,16362,Why is natural sugar healthier than refined sugar?,16,17921361,
116,16362,Why is natural sugar healthier than refined sugar?,16,19828708,Increased food energy supply is more than sufficient to explain the US epidemic of obesity.
116,16362,Why is natural sugar healthier than refined sugar?,16,23031075,Fructose metabolism in humans - what isotopic tracer studies tell us.
496,537,Does the *frequency* of loud sounds one is exposed to affect Tinnitus risk?,16,19513328,"Tinnitus: characteristics, causes, mechanisms, and treatments."
501,505,Oxygen saturation value of smokers,16,6648858,"Packed cell volume, haemoglobin, and oxygen saturation changes in healthy smokers and non-smokers."
501,512,Oxygen saturation value of smokers,16,20739872,Recurrent carbon monoxide poisoning from cigarette smoking.
501,512,Oxygen saturation value of smokers,16,8037391,The pulse oximetry gap in carbon monoxide intoxication.
501,512,Oxygen saturation value of smokers,16,24307008,"Young ""healthy"" smokers have functional and inflammatory changes in the nasal and the lower airways."
501,14927,Oxygen saturation value of smokers,16,2523477,Cigarette smoking and federal black lung benefits in bituminous coal miners.
1164,1317,Advantages of transition from non-vegetarian to vegetarian,16,16541618,C-reactive protein and nutrition.
5,7048,Can the immune system break down anything?,15,10558603,"Over-the-counter drug products containing colloidal silver ingredients or silver salts.  Department of Health and Human Services (HHS), Public Health Service (PHS), Food and Drug Administration (FDA).  Final rule."
1091,1742,Is breathing into a paper bag an effective treatment for panic attacks?,15,22115836,Sex differences in panic-relevant responding to a 10% carbon dioxide-enriched air biological challenge.
1091,1742,Is breathing into a paper bag an effective treatment for panic attacks?,15,22901344,Opposing breathing therapies for panic disorder: a randomized controlled trial of lowering vs raising end-tidal P(CO₂).
3841,3880,What is the healthiest way to drink alcohol excessively and chronically?,15,3544907,Mechanisms of vitamin deficiencies in alcoholism.
5503,11687,How many times a week is masturbating good for health?,15,24667838,Asexuality development among middle aged and older men.
23059,23060,"If a SARS-CoV-2 asymptomatic infected individual is exposed to a high viral load, could they develop COVID-19 disease?",15,15452262,Macaque model for severe acute respiratory syndrome.
23323,23326,A cheap and easy inactivated vaccine for COVID-19,15,27269431,Immunization with inactivated Middle East Respiratory Syndrome coronavirus vaccine leads to lung immunopathology on challenge with live virus.
109,321,Natural ways to stop/delay hairloss?,14,16035581,The effects of tea polyphenolic compounds on hair loss among rodents.
360,390,Alcohol consumption during pregnancy,14,23905882,"The association of mild, moderate, and binge prenatal alcohol exposure and child neuropsychological outcomes: a meta-analysis."
364,444,Is smoking during pregnancy harmful to child and mother?,14,22201150,Parental smoking and vascular damage in their 5-year-old children.
364,444,Is smoking during pregnancy harmful to child and mother?,14,20085532,Environmental tobacco smoke exposure and perinatal outcomes: a systematic review and meta-analyses.
364,444,Is smoking during pregnancy harmful to child and mother?,14,15060193,Prenatal and postnatal environmental tobacco smoke exposure and children's health.
364,444,Is smoking during pregnancy harmful to child and mother?,14,17766521,Breastfeeding and smoking: short-term effects on infant feeding and sleep.
475,10433,How frequently should non-alcoholic mouthwashes be used?,14,26811460,Biogeography of a human oral microbiome at the micron scale.
475,10433,How frequently should non-alcoholic mouthwashes be used?,14,27472005,Fluoride mouthrinses for preventing dental caries in children and adolescents.
475,10433,How frequently should non-alcoholic mouthwashes be used?,14,22957711,"Effect of a chlorhexidine mouthrinse on plaque, gingival inflammation and staining in gingivitis patients: a systematic review."
475,10433,How frequently should non-alcoholic mouthwashes be used?,14,22652212,"Effect of consuming different dairy products on calcium, phosphorus and pH levels of human dental plaque: a comparative study."
475,10433,How frequently should non-alcoholic mouthwashes be used?,14,19467151,Nutrition and health: guidelines for dental practitioners.
925,928,Do adult braces have a medical need beyond cosmetics?,14,11369319,Determinants of masticatory performance in dentate adults.
925,928,Do adult braces have a medical need beyond cosmetics?,14,22999666,Dental crowding as a caries risk factor: a systematic review.
1316,1743,What are the health benefits of Yoga?,14,24199742,"Effect of yoga or physical exercise on physical, cognitive and emotional measures in children: a randomized controlled trial."
1316,1743,What are the health benefits of Yoga?,14,25024234,The effects of an 8-week Hatha yoga intervention on executive function in older adults.
1316,1743,What are the health benefits of Yoga?,14,24590636,"Randomized, controlled trial of yoga in women with breast cancer undergoing radiotherapy."
1432,14542,Are there behavioral causes for myopia?,14,23462271,Outdoor activity during class recess reduces myopia onset and progression in school children.
1432,14542,Are there behavioral causes for myopia?,14,26152123,Effect of outdoor activity on myopia onset and progression in school-aged children in northeast China: the Sujiatun Eye Care Study.
1432,14542,Are there behavioral causes for myopia?,14,26372583,Effect of Time Spent Outdoors at School on the Development of Myopia Among Children in China: A Randomized Clinical Trial.
1432,14542,Are there behavioral causes for myopia?,14,28251836,Time spent in outdoor activities in relation to myopia prevention and control: a meta-analysis and systematic review.
1432,14542,Are there behavioral causes for myopia?,14,26567790,Light Exposure and Eye Growth in Childhood.
1432,14542,Are there behavioral causes for myopia?,14,23380471,"Effect of day length on eye growth, myopia progression, and change of corneal power in myopic children."
1432,14542,Are there behavioral causes for myopia?,14,23434455,An updated view on the role of dopamine in myopia.
1432,14542,Are there behavioral causes for myopia?,14,20445123,The effect of bright light on lens compensation in chicks.
1432,14542,Are there behavioral causes for myopia?,14,19156003,
3106,4250,How exactly can/do antidepressants treat ADHD?,14,1938791,Treatment of ADHD with fluoxetine: a preliminary trial.
3106,4250,How exactly can/do antidepressants treat ADHD?,14,25238582,Tricyclic antidepressants for attention deficit hyperactivity disorder (ADHD) in children and adolescents.
3106,4250,How exactly can/do antidepressants treat ADHD?,14,17471183,Tricyclic antidepressant pharmacology and therapeutic drug interactions updated.
108,112,What are the health benefits and risks of ingesting Aloe vera?,13,22909979,Health benefits of algal polysaccharides in human nutrition.
108,19577,What are the health benefits and risks of ingesting Aloe vera?,13,26392709,Aloe vera: Potential candidate in health management via modulation of biological activities.
155,400,What are the health tradeoffs between eating while standing vs. sitting vs. in reclining position?,13,8194499,Food and nutrient intakes and eating patterns in functional and organic dyspepsia.
155,400,What are the health tradeoffs between eating while standing vs. sitting vs. in reclining position?,13,19160046,"Food intolerance, diet composition, and eating patterns in functional dyspepsia patients."
407,497,Is there any downside in eating whole-grain rice instead of white rice?,13,18448219,
407,554,Is there any downside in eating whole-grain rice instead of white rice?,13,19138081,Lipophilic and hydrophilic antioxidants and their antioxidant activities in purple rice bran.
407,554,Is there any downside in eating whole-grain rice instead of white rice?,13,11340093,Red and black rice decrease atherosclerotic plaque formation and increase antioxidant status in rabbits.
416,443,Effect of cigarettes on passive smokers,13,10333302,"Passive smoking, sudden infant death syndrome (SIDS) and childhood infections."
416,443,Effect of cigarettes on passive smokers,13,12818898,Parent reported longstanding health problems in early childhood: a cohort study.
416,443,Effect of cigarettes on passive smokers,13,14586058,Cough . 2: Chronic cough in children.
416,443,Effect of cigarettes on passive smokers,13,15060193,Prenatal and postnatal environmental tobacco smoke exposure and children's health.
416,443,Effect of cigarettes on passive smokers,13,17206676,Active and passive smoking in childhood is related to the development of inflammatory bowel disease.
416,443,Effect of cigarettes on passive smokers,13,18484936,The effect of passive smoking on the risk of otitis media in Aboriginal and non-Aboriginal children in the Kalgoorlie-Boulder region of Western Australia.
416,443,Effect of cigarettes on passive smokers,13,8619139,Health effects of passive smoking in adolescent children.
416,443,Effect of cigarettes on passive smokers,13,18672230,Association of passive smoking with caries and related salivary biomarkers in young children.
416,443,Effect of cigarettes on passive smokers,13,19302752,Passive cigarette smoking induces inflammatory injury in human arterial walls.
416,443,Effect of cigarettes on passive smokers,13,22201150,Parental smoking and vascular damage in their 5-year-old children.
416,443,Effect of cigarettes on passive smokers,13,20085532,Environmental tobacco smoke exposure and perinatal outcomes: a systematic review and meta-analyses.
416,443,Effect of cigarettes on passive smokers,13,21054333,Lifetime exposure to cigarette smoking and the development of adult-onset atopic dermatitis.
416,443,Effect of cigarettes on passive smokers,13,15137524,The effect of passive smoking on respiratory health in children and adults.
416,443,Effect of cigarettes on passive smokers,13,1984876,"Passive smoking and heart disease. Epidemiology, physiology, and biochemistry."
416,443,Effect of cigarettes on passive smokers,13,1638735,"Environmental tobacco smoke and cardiovascular disease. A position paper from the Council on Cardiopulmonary and Critical Care, American Heart Association."
416,443,Effect of cigarettes on passive smokers,13,17267733,Lung cancer risk and workplace exposure to environmental tobacco smoke.
435,438,Does the usage of sunscreen cause skin cancer?,13,25671455,Sunscreens causing cancer? The facts.
